h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19
2.9911528683137076,-1.3086743226324424,-2.564710205546875,0.21137678471111476,-0.1994313889654551,-1.008687665140965,0.3574905699447304,1.6670314419541468,2.6859523515315935,-0.12322581499271301,-2.8329492640789993,-0.6554463996652689,-2.5619177713655032,0.12879673632404254,-1.8868426919720893,-0.5218371980004624,-0.8174593248330528,1.4662540749216255,-2.811365616395175,-3.0575904375388725
-2.9377517150398225,0.04293362652213828,-1.1524627254870743,1.9667060946917134,-2.57941676993386,2.7903642620722806,-0.30742751027415194,2.377052594693267,-2.991468886732083,-1.2812462645432536,-2.8000329883109503,2.587905087139119,0.818907407663843,-1.0231419233023638,3.060423127938577,1.3250497468627387,1.424106741915912,-2.0072954484732093,-2.958545448794613,-0.7612465128202679
-2.97158187537445,3.039491586316834,-1.6581812865980854,1.2056863369548516,1.3510487866401437,-1.4890457096154275,-1.9422941260416824,0.6628074735519229,2.2782736168494058,-2.3824715211754146,-2.340072684471835,-0.6737660362202389,-1.0374241938156739,-0.06848041642303704,-0.5536388716873355,2.495400660445693,2.159692533844309,-2.940306976190703,3.0954056284948486,0.8740358984369552
-2.9891446837503297,-2.0196619986164377,-1.0400032094538174,1.1607657150545538,0.11500359813785499,-0.5714112019408546,0.12999974535568937,-1.3036860800865162,1.9280262301916364,1.244163111069291,-0.3267295118738347,0.012895062222693099,-0.7610754735948562,-0.8158209776038912,-1.8928092560686647,-0.9632725397078716,0.8962322858043521,1.4021826196836642,-2.246501215625031,0.9956827260179741
-3.0560088518615522,-0.6598110221867155,-2.7651243590446524,-2.8988936458899732,0.31219616619521773,-1.1973731307001085,-1.9371859864543282,0.3511956154174367,0.5763032298092647,-1.2347367438202952,3.0967088766344633,2.7657998051626356,1.1979680211540504,1.569825004699104,-2.1729410380435734,2.19988117613296,0.13897375588782968,0.2397579046460172,2.250494095095128,1.2831473914784377
-0.6741690594209682,2.4949918423371535,-0.7495170958397743,-1.716371202167426,2.4693427491658317,2.323145941134147,-2.3922919237791818,1.140250076573162,-1.5879348851986848,-0.5019451467457774,1.41644527579078,1.5992425286071885,1.8281860339902103,2.2684696383616165,2.8093549776696225,-0.4526498947876467,1.5988794113423204,1.2564236188394036,2.7441911451472825,-1.7425666535697273
1.93933124409895,2.243637491695427,0.8403098095305714,0.8572468714863484,-0.5928014553885546,2.4557327762467223,0.5781978505560135,2.3713006711381137,-1.3038053116387276,-1.088123710884164,-0.9162701722305262,0.8204929076901335,0.6815256312207043,0.9876457546284225,0.4910912996903658,0.7968384888475559,-1.764675725587175,0.037613635210859364,-3.0965561496129883,0.8914632216444627
-0.33423915856538233,0.7227009415287102,2.683372505153663,2.333284702070105,-2.945536777166984,-2.492362003728652,0.12166690094855692,-0.05231929071907837,-2.020812624877662,2.4870452875299645,-2.73348655455026,-0.9169338658442414,0.3534799598844658,-0.4407233433479383,-1.0426896005278325,2.7267936282419276,-2.2682803598545087,3.059111169914079,-1.5878756805325205,1.163874131838102
1.9980667703237769,-1.561997820221379,1.3245016123041182,1.8277755876358661,-0.1667055028416944,-2.051676486409696,-0.1370647487007668,0.5208692573431715,-1.8647225792046636,-1.1615246881120689,2.528771757297947,-2.499044699216607,2.314292672938892,1.9038184238778637,2.2665601731264795,-1.85396964907417,2.2432214667596106,0.09332980141506253,-2.8765777626268854,-0.405343066488725
1.8399234323637117,-0.7931865230249509,2.6975721952105385,-2.399269627431244,1.2419149565825807,1.2285503017919197,-0.8226632672658876,-2.1586722016914406,-0.7216513795897312,-0.8748088280025232,-1.482560337522073,1.3578306596042529,3.0224864980099833,2.704739985213765,1.2512525196098583,-1.1293356350612784,0.24799045718068413,1.1850284404905045,-3.1172540362201553,1.3484870248425302
1.5780065988105356,0.005107422307337295,-2.456699751850029,-1.5843653876683026,0.8273400022070789,1.1646887258140115,1.963254870050596,-2.2718790940363114,-1.0438891058030388,2.4529254346990745,1.0832469377490659,-1.435356003370414,-2.517690764995992,-1.0781618120612926,-2.8641195987672012,2.971679474946473,-1.7474911984908044,-2.682609513061677,-2.4145000723283756,-0.8452922193971424
0.27479496670940184,2.9707931107080574,-0.5952593485114686,-0.4310384748118259,-0.7774702852311428,1.7083091706903772,-1.186485010702078,-0.5899148614229723,-1.1297018828507084,1.8144487578233761,1.3659775047039142,-3.087542794799758,-2.8317996505046765,-0.02405634008694202,1.2939094300638594,-2.313034494826482,-1.9663712391611563,2.185536560530453,2.0759095070814446,1.594605702462486
-1.312295469076363,1.1920524646773787,1.9950352659493502,-1.8253585703475452,0.1742216612317682,1.039604117763158,-2.7778838817131435,-0.279366820887641,-0.831721307382487,0.7969156511045323,-0.39498392622526923,1.8620349350377179,-1.075301769062356,-1.511559359241186,-1.0328569681774638,2.4626537644074,2.1034156635269587,1.72198464356054,0.0008271604977174718,-2.4510882724260066
-2.0841625943746047,0.0705169538708228,0.9470508078703697,1.701608415450262,2.8917116558789315,-1.883450094534068,2.55851716555597,0.5119800482530539,1.1328988117173964,0.6888747738501046,-2.0933935705081677,2.938427816705227,1.62929730993398,0.8434367284840589,-3.0978949401912765,-2.244597548543495,2.9391575893710264,-1.8153975512841634,-1.5632562252056075,0.6955132762163827
0.34146149030430717,-2.889718473292327,-2.1203114771445075,2.1624622570677117,1.0860829923423694,1.386037587556424,-2.32156043101663,-2.181210847464639,-2.3886888849576886,1.6113271766424964,0.5226831614745517,1.1571721462652098,-0.6058282974520148,-1.8802953537752423,-0.08017294303154765,-2.305564697884554,-0.33394128983550075,-0.45133954283881206,2.453041451026711,2.0050481058844136
0.4668320161607813,-1.4912720299534776,0.7027622290377606,0.48995634159025814,0.5260176469209603,1.9739769557309712,0.9885240834807698,-2.274401844682389,0.8786750770329528,0.8590904406739188,1.0013656352720375,1.877092744418654,1.4485763790427724,-0.18477140843216455,0.9757780121654545,-2.6677958780724196,1.5872695557126049,-0.9039288502228184,0.24559286067563812,0.7287781503979445
2.6435282893044336,2.229283236858346,1.370108365883751,0.0673920416318392,-1.4804735656761883,-1.5601878567597949,-0.5392850419653481,-3.120116569115935,-2.964629563520424,-1.8164541040456754,2.647632522470894,2.041594288218608,1.4227684337336788,1.875469186336935,2.2418650134152456,-0.48285634031272595,1.3593632899107577,1.656261730939093,-3.090253617848226,0.8222984433276723
